╧;мЮХЛЕМНБЮМХЕ;цНД;бНГПЮЯР ЙНЛОЮМХХ, КЕР;яРЮРСЯ;нПЦЮМХГЮЖХНММН-ОПЮБНБЮЪ ТНПЛЮ;тНПЛЮ ЯНАЯРБЕММНЯРХ;нАНПНРМШЕ ЮЙРХБШ, RUB;юЙРХБШ  БЯЕЦН, RUB;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ), RUB;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;яНБНЙСОМШИ ДНКЦ, RUB;бШПСВЙЮ, RUB;йНЩТТХЖХЕМР НАНПЮВХБЮЕЛНЯРХ ЯНБНЙСОМШУ ЮЙРХБНБ, %;нАНПНРМШЕ ЮЙРХБШ МЮ ЕДХМХЖС ЮЙРХБНБ;юЙРХБШ  БЯЕЦН МЮ ЕДХМХЖС ЮЙРХБНБ;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ) МЮ ЕДХМХЖС ЮЙРХБНБ;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;яНБНЙСОМШИ ДНКЦ МЮ ЕДХМХЖС ЮЙРХБНБ;бШПСВЙЮ МЮ ЕДХМХЖС ЮЙРХБНБ;цНЯ ЯНАЯРБЕММНЯРЭ;вЮЯРХВМЮЪ;вЮЯРМЮЪ;юн;цНЯ ЯНАЯРБЕММНЯРЭ;яЕКЭЯЙНЕ УНГБН;мЕЙНЛ;йННОЕПЮРХБШ;ннн
89;йпнляйни йнлахйнплнбши гюбнд, ннн;19,00;14,50;1,00;5,00;0,00;1589670000,00;1631050000,00;80953000,00;301294000,00;1248793000,00;1550087000,00;1176517000,00;0,73;0,97;1,00;0,05;0,18;0,77;0,95;0,72;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
90;йсаюмэ, ннн;19,00;14,50;1,00;5,00;0,00;1343475000,00;2703785000,00;1046220000,00;12428000,00;787532000,00;799960000,00;309670000,00;0,10;0,50;1,00;0,39;0,00;0,29;0,30;0,11;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
91;йскэлхмяйхи, яой;19,00;28,00;1,00;2,00;0,00;2874000,00;80386000,00;2649000,00;39176000,00;16854000,00;56030000,00;778000,00;0,01;0,04;1,00;0,03;0,49;0,21;0,70;0,01;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
92;йспяй-лнкнйн, ннн;19,00;8,00;1,00;5,00;0,00;319983000,00;587900000,00;200851000,00;132528000,00;254511000,00;387039000,00;1656485000,00;2,99;0,54;1,00;0,34;0,23;0,43;0,66;2,82;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
93;йту ондйюлхмяйнцн ю. ю., ннн;19,00;6,50;1,00;5,00;0,00;2334000,00;56195000,00;25596000,00;18804000,00;11785000,00;30589000,00;9529000,00;0,17;0,04;1,00;0,46;0,33;0,21;0,54;0,17;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
94;кеаедэ, ннн;19,00;11,00;1,00;5,00;0,00;44476000,00;308895000,00;2541000,00;6150000,00;41828000,00;47978000,00;76862000,00;0,24;0,14;1,00;0,01;0,02;0,14;0,16;0,25;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
95;кецемдю, ннн;19,00;28,00;1,00;5,00;0,00;275897000,00;649061000,00;112036000,00;274225000,00;262790000,00;537015000,00;7479000,00;0,01;0,43;1,00;0,17;0,42;0,40;0,83;0,01;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
96;келюгхмяйхи, яой (йнкунг);19,00;15,00;1,00;2,00;0,00;35632000,00;64175000,00;22703000,00;1946000,00;17186000,00;19132000,00;33221000,00;0,48;0,56;1,00;0,35;0,03;0,27;0,30;0,52;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
97;кй, ннн;19,00;19,00;1,00;5,00;0,00;106532000,00;559888000,00;181941000,00;112070000,00;98442000,00;210512000,00;84990000,00;0,15;0,19;1,00;0,32;0,20;0,18;0,38;0,15;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
98;люпйнб х й, ннн;19,00;27,00;1,00;5,00;0,00;62702000,00;65076000,00;56203000,00;1785000,00;7038000,00;8823000,00;28523000,00;0,45;0,96;1,00;0,86;0,03;0,11;0,14;0,44;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
99;люъй, ннн;19,00;17,00;1,00;5,00;0,00;63371000,00;274717000,00;23572000,00;144842000,00;99731000,00;244573000,00;67575000,00;0,24;0,23;1,00;0,09;0,53;0,36;0,89;0,25;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
100;лепйспхи, ннн тхплю;19,00;27,50;1,00;5,00;0,00;2200170000,00;3397180000,00;15909000,00;1143198000,00;1988231000,00;3131429000,00;3640750000,00;1,16;0,65;1,00;0,00;0,34;0,59;0,92;1,07;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
101;лхрпю, оюн;19,00;18,50;1,00;0,00;0,00;64411000,00;69880000,00;2423000,00;212000,00;64918000,00;65130000,00;2157000,00;0,03;0,92;1,00;0,03;0,00;0,93;0,93;0,03;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
102;ллй, ннн;19,00;4,50;1,00;5,00;0,00;620002000,00;707481000,00;9422000,00;147057000,00;470095000,00;617152000,00;2781292000,00;4,77;0,88;1,00;0,01;0,21;0,66;0,87;3,93;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
103;лнгюхйю, ннн;19,00;8,00;1,00;5,00;0,00;854000,00;3417000,00;1321000,00;1774000,00;272000,00;2046000,00;2072000,00;0,56;0,25;1,00;0,39;0,52;0,08;0,60;0,61;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
104;лнкйнлахмюр сръмяйхи, нюн;19,00;27,50;1,00;0,00;0,00;68868000,00;103951000,00;301000,00;30000000,00;47461000,00;77461000,00;147839000,00;1,33;0,66;1,00;0,00;0,29;0,46;0,75;1,42;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
105;лъянюцпнопнл, ннн;19,00;20,00;1,00;5,00;0,00;636531000,00;1406176000,00;567718000,00;533283000,00;305165000,00;838448000,00;364541000,00;0,26;0,45;1,00;0,40;0,38;0,22;0,60;0,26;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
106;мфй, юн;19,00;27,00;1,00;0,00;0,00;315439000,00;538670000,00;187925000,00;108795000,00;185466000,00;294261000,00;408964000,00;0,48;0,59;1,00;0,35;0,20;0,34;0,55;0,76;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
107;мсп-юкэъмя, ннн;19,00;4,50;1,00;5,00;0,00;400403000,00;424398000,00;326000,00;32227000,00;391835000,00;424062000,00;1010832000,00;2,45;0,94;1,00;0,00;0,08;0,92;1,00;2,38;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
108;нбныебнд, ннн юцпнтхплю;19,00;12,50;1,00;5,00;0,00;9420000,00;13113000,00;8353000,00;112000,00;4638000,00;4750000,00;1946000,00;0,13;0,72;1,00;0,64;0,01;0,35;0,36;0,15;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
109;нямнбю-юцпн, ннн;19,00;2,50;1,00;5,00;0,00;42555000,00;50585000,00;293000,00;5000,00;50276000,00;50281000,00;62760000,00;1,52;0,84;1,00;0,01;0,00;0,99;0,99;1,24;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
110;оюпхрер-опндсйр п, ннн;19,00;13,50;1,00;5,00;0,00;109948000,00;111769000,00;84248000,00;63000,00;27158000,00;27221000,00;420709000,00;3,62;0,98;1,00;0,75;0,00;0,24;0,24;3,76;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
111;оюьйнбяйне, ннн;19,00;28,00;1,00;5,00;0,00;60374000,00;84919000,00;40287000,00;9041000,00;250000,00;9291000,00;40196000,00;0,49;0,71;1,00;0,47;0,11;0,00;0,11;0,47;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
112;ог япнярхмяйхи, юн;19,00;26,50;1,00;0,00;1,00;293264000,00;559835000,00;151584000,00;96400000,00;227075000,00;323475000,00;108815000,00;0,20;0,52;1,00;0,27;0,17;0,41;0,58;0,19;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
113;охпнцнбяйхи, ояой;19,00;10,50;1,00;2,00;0,00;100128000,00;107788000,00;924000,00;12887000,00;87180000,00;100067000,00;2513000,00;0,02;0,93;1,00;0,01;0,12;0,81;0,93;0,02;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
114;окелгюбнд онпежйне, нюн;19,00;29,00;1,00;0,00;0,00;216337000,00;509303000,00;72484000,00;313438000,00;78919000,00;392357000,00;198407000,00;0,37;0,42;1,00;0,14;0,62;0,15;0,77;0,39;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
115;он юцпнреуопнл, ннн;19,00;23,00;1,00;5,00;0,00;103482000,00;105945000,00;30142000,00;1542000,00;74251000,00;75793000,00;1114000,00;0,01;0,98;1,00;0,28;0,01;0,70;0,72;0,01;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
116;он леунбше опнлшякш, ннн;19,00;4,50;1,00;5,00;0,00;223008000,00;226661000,00;50664000,00;72122000,00;84675000,00;156797000,00;167580000,00;0,74;0,98;1,00;0,22;0,32;0,37;0,69;0,74;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
117;онаедю, ннн;19,00;4,50;1,00;5,00;0,00;14624000,00;18169000,00;782000,00;3055000,00;14322000,00;17377000,00;111249000,00;9,42;0,80;1,00;0,04;0,17;0,79;0,96;6,12;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
118;онаедю, яой;19,00;21,00;1,00;2,00;0,00;46110000,00;54993000,00;48147000,00;530000,00;5624000,00;6154000,00;3862000,00;0,07;0,84;1,00;0,88;0,01;0,10;0,11;0,07;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
119;онаедю-юцпн, гюн;19,00;15,00;1,00;0,00;0,00;681817000,00;1226190000,00;407339000,00;38591000,00;706760000,00;745351000,00;1871068000,00;1,39;0,56;1,00;0,33;0,03;0,58;0,61;1,53;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
120;опхспюкэяйхи, нюн;19,00;18,50;1,00;0,00;0,00;40185000,00;52196000,00;14025000,00;35657000,00;2140000,00;37797000,00;8297000,00;0,15;0,77;1,00;0,27;0,68;0,04;0,72;0,16;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
121;опнднбнкэярбеммюъ йнпонпюжхъ нью, юн;19,00;22,00;1,00;0,00;0,00;181337000,00;534671000,00;124973000,00;258928000,00;69921000,00;328849000,00;394370000,00;0,71;0,34;1,00;0,23;0,48;0,13;0,62;0,74;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
122;опнтрей, ннн;19,00;5,00;1,00;5,00;0,00;2917485000,00;2945453000,00;153749000,00;1321000,00;2790372000,00;2791693000,00;183891000,00;0,06;0,99;1,00;0,05;0,00;0,95;0,95;0,06;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
123;опнукюдмне, нюн;19,00;11,50;1,00;0,00;1,00;2056346000,00;4246066000,00;59309000,00;2701869000,00;702807000,00;3404676000,00;88700000,00;0,02;0,48;1,00;0,01;0,64;0,17;0,80;0,02;1,00;2,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00
124;орхжейнлокейя бшйянбн, ннн;19,00;5,50;1,00;5,00;0,00;395764000,00;637906000,00;183414000,00;246981000,00;207501000,00;454482000,00;656581000,00;1,05;0,62;1,00;0,29;0,39;0,33;0,71;1,03;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
125;орхжетюапхйю мнбн-оерпнбяйюъ, ннн;19,00;19,00;1,00;5,00;0,00;1972821000,00;2317165000,00;41702000,00;295883000,00;1908765000,00;2204648000,00;1674613000,00;0,73;0,85;1,00;0,02;0,13;0,82;0,95;0,72;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
126;от юбюмцюпд, ннн;19,00;20,50;1,00;5,00;0,00;111880000,00;115351000,00;5431000,00;2599000,00;103433000,00;106032000,00;393135000,00;3,36;0,97;1,00;0,05;0,02;0,90;0,92;3,41;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
127;пюгбхрхе, ннн;19,00;14,50;1,00;5,00;0,00;28918000,00;76194000,00;5708000,00;26961000,00;43425000,00;70386000,00;1246000,00;0,01;0,38;1,00;0,07;0,35;0,57;0,92;0,02;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
128;пюич 2, ннн;19,00;5,00;1,00;5,00;0,00;71501000,00;71501000,00;6095000,00;3699000,00;61697000,00;65396000,00;67897000,00;0,84;1,00;1,00;0,09;0,05;0,86;0,91;0,95;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
129;пемеяяюмя, ннн;19,00;4,00;1,00;5,00;0,00;499784000,00;528758000,00;8211000,00;12143000,00;508394000,00;520537000,00;2133533000,00;4,02;0,95;1,00;0,02;0,02;0,96;0,98;4,03;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
130;пеяоейр, ннн;19,00;13,50;1,00;5,00;0,00;21922000,00;53751000,00;7910000,00;39608000,00;3713000,00;43321000,00;14264000,00;0,25;0,41;1,00;0,15;0,74;0,07;0,81;0,27;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
131;пхй, ннн;19,00;6,50;1,00;5,00;0,00;56725000,00;58240000,00;7868000,00;261000,00;50101000,00;50362000,00;249064000,00;4,30;0,97;1,00;0,14;0,00;0,86;0,86;4,28;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
132;пхрехк щйяонпр, ннн;19,00;4,00;1,00;5,00;0,00;125003000,00;164228000,00;6914000,00;23864000,00;132350000,00;156214000,00;184835000,00;2,21;0,76;1,00;0,04;0,15;0,81;0,95;1,13;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
133;пняюцпн, ннн;19,00;6,50;1,00;5,00;0,00;102078000,00;150604000,00;8910000,00;20251000,00;119291000,00;139542000,00;131382000,00;0,85;0,68;1,00;0,06;0,13;0,79;0,93;0,87;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
134;пняопндрнпц, ннн;19,00;23,00;1,00;5,00;0,00;106957000,00;152691000,00;13758000,00;2636000,00;116298000,00;118934000,00;7987000,00;0,05;0,70;1,00;0,09;0,02;0,76;0,78;0,05;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
135;я-г йюпонбяйхи, ннн;19,00;21,00;1,00;5,00;0,00;173395000,00;483932000,00;259892000,00;26317000,00;145417000,00;171734000,00;109968000,00;0,22;0,36;1,00;0,54;0,05;0,30;0,35;0,23;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
136;ябхт-пнгмхжю, ннн;19,00;15,00;1,00;5,00;0,00;10487000,00;117967000,00;46999000,00;35945000,00;35013000,00;70958000,00;37920000,00;0,33;0,09;1,00;0,40;0,30;0,30;0,60;0,32;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
137;яебепъмйю, ннн яо;19,00;16,00;1,00;5,00;0,00;32904000,00;83816000,00;2160000,00;73170000,00;8147000,00;81317000,00;36688000,00;0,34;0,39;1,00;0,03;0,87;0,10;0,97;0,44;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
138;яекхыхмяйне, ннн;19,00;16,00;1,00;5,00;0,00;258969000,00;573110000,00;245350000,00;180689000,00;137271000,00;317960000,00;146273000,00;0,24;0,45;1,00;0,43;0,32;0,24;0,55;0,26;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
139;яекэунгопедопхърхе бнкйнбн, ннн;19,00;8,50;1,00;5,00;0,00;53974000,00;98937000,00;70705000,00;6535000,00;21683000,00;28218000,00;69634000,00;0,74;0,55;1,00;0,71;0,07;0,22;0,29;0,70;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
140;яепцхебн-оняюдяйхи укеанйнлахмюр, юн;19,00;28,50;1,00;0,00;0,00;150284000,00;191543000,00;3684000,00;394000,00;182479000,00;182873000,00;83021000,00;0,45;0,78;1,00;0,02;0,00;0,95;0,95;0,43;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
141;яхарей, ннн;19,00;7,00;1,00;5,00;0,00;10080000,00;10080000,00;2169000,00;4967000,00;2934000,00;7901000,00;23400000,00;2,90;1,00;1,00;0,22;0,49;0,29;0,78;2,32;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
142;яхл, ннн;19,00;16,50;1,00;5,00;0,00;22292000,00;78206000,00;571000,00;16346000,00;59665000,00;76011000,00;13880000,00;0,18;0,29;1,00;0,01;0,21;0,76;0,97;0,18;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
143;якюбпхя, ннн;19,00;18,50;1,00;5,00;0,00;39579000,00;90696000,00;55168000,00;1476000,00;27706000,00;29182000,00;50529000,00;0,45;0,44;1,00;0,61;0,02;0,31;0,32;0,56;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
144;ялг, гюн;19,00;20,50;1,00;0,00;0,00;58109000,00;218743000,00;26244000,00;21248000,00;154827000,00;176075000,00;52114000,00;0,23;0,27;1,00;0,12;0,10;0,71;0,80;0,24;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
145;ямефйю-мнбняекйх, ннн;19,00;12,50;1,00;5,00;0,00;50900000,00;81944000,00;20980000,00;185000,00;37363000,00;37548000,00;49349000,00;0,46;0,62;1,00;0,26;0,00;0,46;0,46;0,60;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
146;янкмевмше опндсйрш, ннн;19,00;12,50;1,00;5,00;0,00;7798057000,00;7798130000,00;497748000,00;4858705000,00;2440677000,00;7299382000,00;38024000,00;0,01;1,00;1,00;0,06;0,62;0,31;0,94;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
147;яоежндефдю, ннн;19,00;2,50;1,00;5,00;0,00;153025000,00;153025000,00;2392000,00;3339000,00;147194000,00;150533000,00;200870000,00;1,85;1,00;1,00;0,02;0,02;0,96;0,98;1,31;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
148;ясоеплюпйер юклюг, ннн;19,00;14,50;1,00;5,00;0,00;294504000,00;345243000,00;1027000,00;246454000,00;96762000,00;343216000,00;131368000,00;0,34;0,85;1,00;0,00;0,71;0,28;0,99;0,38;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
149;яуо ксйнбяйне, гюн;19,00;11,00;1,00;0,00;0,00;94660000,00;124039000,00;64867000,00;42327000,00;16835000,00;59162000,00;105395000,00;0,79;0,76;1,00;0,52;0,34;0,14;0,48;0,85;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
150;рюкейя юцпн, ннн;19,00;8,50;1,00;5,00;0,00;606415000,00;626368000,00;129492000,00;237556000,00;259310000,00;496866000,00;13090000,00;0,02;0,97;1,00;0,21;0,38;0,41;0,79;0,02;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
151;рпюмяюцпн, ннн;19,00;9,50;1,00;5,00;0,00;35107000,00;369134000,00;268608000,00;14072000,00;85454000,00;99526000,00;12700000,00;0,03;0,10;1,00;0,73;0,04;0,23;0,27;0,03;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
152;рпх анцюршпъ, ннн йнлоюмхъ;19,00;15,50;1,00;5,00;0,00;118519000,00;128162000,00;778000,00;60000000,00;67374000,00;127374000,00;138621000,00;1,15;0,92;1,00;0,01;0,47;0,53;0,99;1,08;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
153;рсвйнбяйхи, нюн;19,00;28,50;1,00;0,00;0,00;149559000,00;1293579000,00;793450000,00;5910000,00;391130000,00;397040000,00;69709000,00;0,05;0,12;1,00;0,61;0,00;0,30;0,31;0,05;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
154;рщй-йюкхмхмцпюд, ннн;19,00;19,00;1,00;5,00;0,00;812137000,00;835701000,00;13192000,00;1840000,00;820469000,00;822309000,00;1550195000,00;1,42;0,97;1,00;0,02;0,00;0,98;0,98;1,85;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
155;спнфюи, ннн;19,00;6,50;1,00;5,00;0,00;67816000,00;112486000,00;19808000,00;30456000,00;60213000,00;90669000,00;27301000,00;0,24;0,60;1,00;0,18;0,27;0,54;0,81;0,24;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
156;т-рпюср, ннн;19,00;10,00;1,00;5,00;0,00;111072000,00;1276066000,00;220463000,00;905399000,00;150194000,00;1055593000,00;103612000,00;0,08;0,09;1,00;0,17;0,71;0,12;0,83;0,08;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
157;тюбнпхр, ннн;19,00;15,00;1,00;5,00;0,00;315000,00;9408000,00;6267000,00;2544000,00;577000,00;3121000,00;1031000,00;0,05;0,03;1,00;0,67;0,27;0,06;0,33;0,11;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
158;тюбнпхр, ннн;19,00;5,00;1,00;5,00;0,00;28766000,00;44828000,00;2278000,00;22264000,00;15236000,00;37500000,00;6987000,00;0,15;0,64;1,00;0,05;0,50;0,34;0,84;0,16;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
159;тнк, ннн;19,00;28,50;1,00;5,00;0,00;317902000,00;561511000,00;117528000,00;130377000,00;63802000,00;194179000,00;4850000,00;0,01;0,57;1,00;0,21;0,23;0,11;0,35;0,01;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
160;тпеь рхл, ннн;19,00;3,00;1,00;5,00;0,00;299960000,00;339173000,00;974000,00;25023000,00;313076000,00;338099000,00;516114000,00;2,68;0,88;1,00;0,00;0,07;0,92;1,00;1,52;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
161;укеангюбнд ╧18, гюн;19,00;28,00;1,00;0,00;0,00;263217000,00;272992000,00;92595000,00;820000,00;160380000,00;161200000,00;264709000,00;0,98;0,96;1,00;0,34;0,00;0,59;0,59;0,97;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
162;укеанйнлахмюр оейн, гюн;19,00;28,00;1,00;0,00;0,00;1739498000,00;3286742000,00;273901000,00;2226484000,00;735246000,00;2961730000,00;467694000,00;0,15;0,53;1,00;0,08;0,68;0,22;0,90;0,14;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
163;упхосмнбн, ннн;19,00;17,50;1,00;5,00;0,00;2493000,00;10299000,00;769000,00;3795000,00;5635000,00;9430000,00;4953000,00;0,46;0,24;1,00;0,07;0,37;0,55;0,92;0,48;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
164;вюдюебяйне, ннн;19,00;9,50;1,00;5,00;0,00;49359000,00;63904000,00;9308000,00;23054000,00;31532000,00;54586000,00;17066000,00;0,28;0,77;1,00;0,15;0,36;0,49;0,85;0,27;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
165;вепйхгнбн, нюн;19,00;28,00;1,00;0,00;0,00;502276000,00;552293000,00;130298000,00;863000,00;384237000,00;385100000,00;39936000,00;0,07;0,91;1,00;0,24;0,00;0,70;0,70;0,07;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
166;вхярнонкэяйхи укеангюбнд, юн;19,00;18,50;1,00;0,00;0,00;232655000,00;294093000,00;28559000,00;97687000,00;149170000,00;246857000,00;2289000,00;0,01;0,79;1,00;0,10;0,33;0,51;0,84;0,01;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
167;вслшьяйне, ннн;19,00;12,50;1,00;5,00;0,00;70589000,00;102861000,00;38143000,00;16000000,00;34958000,00;50958000,00;60334000,00;0,62;0,69;1,00;0,37;0,16;0,34;0,50;0,59;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
168;ьюпшонбяйхи юой, ннн;19,00;10,50;1,00;5,00;0,00;153585000,00;254852000,00;99079000,00;33436000,00;122327000,00;155763000,00;73000,00;0,00;0,60;1,00;0,39;0,13;0,48;0,61;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
169;ьюрспяйюъ ьбеимюъ люмстюйрспю, ннн;19,00;14,50;1,00;5,00;0,00;155053000,00;181094000,00;17494000,00;42488000,00;121101000,00;163589000,00;122873000,00;0,63;0,86;1,00;0,10;0,23;0,67;0,90;0,68;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
170;ьхпнлюянбяйне, ннн;19,00;13,00;1,00;5,00;0,00;6942000,00;14272000,00;7427000,00;5242000,00;1593000,00;6835000,00;6148000,00;0,43;0,49;1,00;0,52;0,37;0,11;0,48;0,43;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
171;щйняепбхя, ннн;19,00;27,50;1,00;5,00;0,00;33287000,00;62075000,00;10864000,00;20200000,00;30160000,00;50360000,00;35443000,00;0,56;0,54;1,00;0,18;0,33;0,49;0,81;0,57;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
172;чдфх-яепбхя, ннн;19,00;5,00;1,00;5,00;0,00;2120000,00;2120000,00;1141000,00;386000,00;344000,00;730000,00;8035000,00;2,04;1,00;1,00;0,54;0,18;0,16;0,34;3,79;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
173;(йнкунг) хлемх ьебвемйн, яой;20,00;27,50;0,00;2,00;0,00;222633000,00;472009000,00;363265000,00;75981000,00;8769000,00;84750000,00;311983000,00;0,72;0,47;1,00;0,77;0,16;0,02;0,18;0,66;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
174;033, ннн;20,00;17,00;0,00;5,00;0,00;32000,00;266000,00;-1609000,00;1710000,00;65000,00;1775000,00;710000,00;1,53;0,12;1,00;-6,05;6,43;0,24;6,67;2,67;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
175;4тпщь, ннн;20,00;1,50;0,00;5,00;0,00;151849000,00;166295000,00;14723000,00;144000,00;151378000,00;151522000,00;771586000,00;5,33;0,91;1,00;0,09;0,00;0,91;0,91;4,64;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
176;7+ъ, ннн;20,00;10,50;0,00;5,00;0,00;499000,00;499000,00;-116000,00;148000,00;457000,00;605000,00;526000,00;1,13;1,00;1,00;-0,23;0,30;0,92;1,21;1,05;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
177;99 опнанй, ннн;20,00;3,50;0,00;5,00;0,00;8363000,00;10739000,00;1868000,00;450000,00;7419000,00;7869000,00;4947000,00;0,43;0,78;1,00;0,17;0,04;0,69;0,73;0,46;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
